#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2013-09-30T09:16:54 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to: question@simbad.u-strasbg.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.97 (28-Nov-2012) 
#INFO -ref=VIZ5249414e4699 
#INFO -out.max=9999 
#INFO queryParameters=22 
#-oc.form=sexa
#-out.max=9999
#-out.src=J/A+A/523/A58/table4
#-nav=cat:J/A+A/523/A58&tab:{J/A+A/523/A58/table4}&key:source=J/A+A/523/A58&HTTPPRM:&&-ref=VIZ5249414e4699&-out.max=9999&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=lambdaO&-out=lambdaT&-out=vl&-out=vu&-out=Omegal&-out=Omegau&-out=Jl&-out=Ju&-out=B&-out=A&-out=sA&-out=El&-out=Dlambda&-out=Blend&-out=Cl&-out=Comment&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/523/A58/table4
#-source=J/A+A/523/A58/table4
#-order=I
#-out=lambdaO
#-out=lambdaT
#-out=vl
#-out=vu
#-out=Omegal
#-out=Omegau
#-out=Jl
#-out=Ju
#-out=B
#-out=A
#-out=sA
#-out=El
#-out=Dlambda
#-out=Blend
#-out=Cl
#-out=Comment
#

#RESOURCE=yCat_35230058
#Name: J/A+A/523/A58
#Title: PDF Atlas and spectra of FeH molecule in LHS 2 (Wende+, 2010)
#Table J_A_A_523_A58_table4:
#Name: J/A+A/523/A58/table4
#Title: FeH line data (see the \aFile{J/A+A/523/A58/fehatlas.pdf}{PDF Atlas} and the \vGraph{J/A+A/523/A58/table2}{--bitmap-size=600x400}{spectra})
#---Details of Columns:
    lambdaO (0.1nm) (F10.4) Observed position (vacuum wavelength) [ucd=em.wl;phys.atmol.transition]
    lambdaT (0.1nm) (F10.4) Theoretical position (vacuum wavelength) [ucd=em.wl;phys.atmol.transition]
    vl              (I1)    Lower vibrational state [ucd=phys.atmol.configuration]
    vu              (I1)    Upper vibrational state [ucd=phys.atmol.configuration]
    Omegal          (F4.1)  Lower {Omega} [ucd=phys.atmol.qn]
    Omegau          (F4.1)  Upper {Omega} [ucd=phys.atmol.qn]
    Jl              (F4.1)  Lower rotational state [ucd=phys.mol.qn]
    Ju              (F4.1)  Upper rotational state [ucd=phys.mol.qn]
    B               (I1)    [1/3] Branch: 1=P-branch, 2=Q-branch, 3=R-branch [ucd=meta.code]
    A (s-1)         (F9.2)  Einstein A value [ucd=phys.atmol.transProb]
    sA              (F8.4)  Scaling factor for A [ucd=arith.factor]
    El (eV)         (F6.3)  Lower level energy [ucd=phys.energy;phys.atmol.level]
    Dlambda (0.1nm) (F7.4)  Position correction [ucd=arith.factor;pos]
    Blend           (F6.3)  Blend fraction [ucd=meta.code]
    Cl              (A2)    Classification of the line (1) [ucd=meta.code.class]
    Comment         (A17)   Comment, if the line is blended by and atomic feature, or if the classification of the line did not agree with the scaling factor of the Einstein A values (class {ne} s_A_) [ucd=meta.note]
---------- ---------- - - ---- ---- ---- ---- - --------- -------- ------ ------- ------ -- -----------------
                                                                          D                                  
lambd      lambd      v v Om   Om                                  E      lambda                             
aO (0.1nm) aT (0.1nm) l u egal egau Jl   Ju   B A (s-1)   sA       l (eV) (0.1nm) Blend  Cl Comment          
---------- ---------- - - ---- ---- ---- ---- - --------- -------- ------ ------- ------ -- -----------------
10256.2310 10256.2310 1 1  2.5  2.5  9.5 10.5 3 254942.58   0.2494  0.317  0.0000  1.000 R  
10256.4240 10256.4100 1 1  3.5  2.5 13.5 12.5 1   9701.98   4.6463  0.349 -0.0140  1.000 Q  
10257.4510 10257.4620 1 1  2.5  2.5  7.5  8.5 3 245410.65   0.2519  0.290  0.0110  1.000 R  
10258.4270 10258.2300 0 0  1.5  1.5 26.5 27.5 3 493802.15   0.4414  0.631 -0.1970  1.000 P  
10258.8010 10258.8620 0 0  3.5  2.5 26.5 25.5 1  15836.83   2.6884  0.521  0.0610  1.000 Q  
10259.0310 10259.0830 1 1  3.5  2.5 13.5 12.5 1   9939.45   0.7283  0.350  0.0520  0.465 Q  
10259.0310 10259.1040 1 2  3.5  3.5 41.5 42.5 3 178295.62   0.7283  1.455  0.0730  0.535 P  
10259.7570 10259.7990 1 1  2.5  2.5  6.5  7.5 3 237544.93   0.3131  0.279  0.0420  1.000 P  
10259.9820 10259.9990 1 1  2.5  2.5 10.5 11.5 3 257891.31   0.2267  0.333  0.0170  1.000 R  
10261.1180 10261.1780 1 1  2.5  2.5  7.5  8.5 3 245241.28   0.2330  0.290  0.0600  0.980 P  
10261.4030 10261.4300 0 0  0.5  0.5  9.5  8.5 1 533924.32   0.6470  0.177  0.0270  1.000 P  
10261.9440 10261.9460 1 1  3.5  3.5 14.5 15.5 3 259604.34   0.6995  0.369  0.0020  0.255 P  
10261.9440 10261.9570 0 0  3.5  3.5 15.5 14.5 1 485823.16   0.6995  0.177  0.0130  0.534 R  
10261.9440 10262.0100 1 1  2.5  2.5  8.5  9.5 3 250731.64   0.6995  0.303  0.0660  0.211 P  
10262.5010 10262.4620 0 0  2.5  2.5 21.5 21.5 2  11002.03   0.8636  0.393 -0.0390  0.190 Q  
10262.5010 10262.5150 2 3  0.5  0.5 22.5 21.5 1 181444.77   0.8636  0.948  0.0140  0.413 P  
10262.5010 10262.5470 0 0  1.5  2.5  5.5  5.5 2   3076.31   0.8636  0.084  0.0460  0.046 Q  
10262.5010 10262.5570 3 4  3.5  3.5 17.5 16.5 1 136738.55   0.8636  0.845  0.0560  0.351 P  
10262.9500 10262.9260 1 1  2.5  2.5  6.5  7.5 3 237427.11   0.3898  0.279 -0.0240  0.165 P  
10262.9500 10262.9680 0 0  2.5  2.5 14.5 13.5 1 489933.15   0.3898  0.196  0.0180  0.450 R  
10262.9500 10263.0420 1 1  2.5  2.5  5.5  6.5 3 225956.78   0.3898  0.269  0.0920  0.147 P  
10262.9500 10263.0840 1 1  2.5  2.5 11.5 12.5 3 260101.52   0.3898  0.350  0.1340  0.208 P  
10262.9500 10263.0940 3 4  2.5  2.5 18.5 17.5 1 136835.39   0.3898  0.913  0.1440  0.028 R  
10264.1510 10264.2530 1 1  2.5  2.5  5.5  6.5 3 225892.75   0.3550  0.269  0.1020  1.000 P  
10264.4010 10264.4640 1 1  2.5  2.5  9.5 10.5 3 254699.70   0.1968  0.318  0.0630  1.000 P  
10264.6410 10264.6640 0 0  0.5  1.5  9.5 10.5 3   2924.39   6.8465  0.177  0.0230  0.234 Q  
10264.6410 10264.6640 0 0  2.5  3.5 14.5 15.5 3   7270.49   6.8465  0.199  0.0230  0.766 Q  
10265.1040 10265.1590 0 0  1.5  2.5 12.5 13.5 3    471.73  31.4586  0.196  0.0550  1.000 Q  
10265.2880 10265.3170 0 0  1.5  1.5 12.5 11.5 1 515294.42   0.5629  0.194  0.0290  1.000 P  
10265.6540 10265.5600 0 0  1.5  1.5 27.5 28.5 3 494711.12   1.9582  0.673 -0.0940  1.000 Pb 
10265.8990 10265.9390 1 1  1.5  1.5  7.5  8.5 3 259289.07   1.0744  0.323  0.0400  0.889 P  
10267.3750 10267.3520 1 1  2.5  2.5  4.5  5.5 3 208013.61   0.4456  0.261 -0.0230  0.494 P  
10267.3750 10267.3830 1 1  1.5  1.5  4.5  5.5 3 240672.65   0.4456  0.292  0.0080  0.506 P  
10267.8940 10267.9420 1 1  3.5  3.5 13.5 14.5 3 257533.39   0.2120  0.349  0.0480  0.495 P  
10267.8940 10267.9520 1 1  1.5  1.5  3.5  4.5 3 226961.17   0.2120  0.284  0.0580  0.234 P  
10267.8940 10267.9950 1 1  2.5  2.5  4.5  5.5 3 207998.68   0.2120  0.261  0.1010  0.271 P  
10268.1310 10268.1320 1 1  2.5  2.5 10.5 11.5 3 257635.25   0.5123  0.334  0.0010  0.982 P  blended with'Fe1'
10268.6890 10268.7120 0 0  1.5  2.5  6.5  6.5 2   3039.17   2.3755  0.094  0.0230  0.176 Q  
10268.6890 10268.7330 0 0  3.5  3.5 24.5 24.5 2  14686.81   2.3755  0.446  0.0440  0.824 Q  
10268.9020 10268.9010 1 1  1.5  1.5  5.5  6.5 3 249318.69   0.3681  0.301 -0.0010  1.000 P  
10269.3220 10269.3650 0 0  3.5  3.5 25.5 25.5 2  13406.39   1.3901  0.479  0.0430  0.585 Q  
10269.3220 10269.3760 0 0  1.5  1.5 17.5 17.5 2   7777.38   1.3901  0.323  0.0540  0.415 Q  
10269.7500 10269.7660 1 1  1.5  1.5  6.5  7.5 3 255039.25   0.4061  0.311  0.0160  1.000 P  
10271.5850 10271.4650 0 0  2.5  2.5 29.5 30.5 3 481800.62   0.1353  0.700 -0.1200  0.575 P  
10271.5850 10271.6440 1 1  1.5  1.5  8.5  9.5 3 262492.29   0.1353  0.337  0.0590  0.422 R  
10271.8870 10272.1080 0 0  2.5  2.5 20.5 20.5 2  12136.60   0.9115  0.365  0.2210  0.905 Q  
10272.2830 10272.2880 1 1  1.5  1.5  5.5  6.5 3 249148.94   0.2044  0.300  0.0050  0.777 P  
10272.2830 10272.3090 2 3  1.5  1.5 23.5 22.5 1 175677.59   0.2044  0.936  0.0260  0.223 P  
10272.5420 10272.5090 1 1  1.5  1.5  6.5  7.5 3 255201.05   0.3466  0.312 -0.0330  0.930 P  
10272.8610 10272.8050 1 1  2.5  2.5  3.5  4.5 3 178161.95   0.2064  0.254 -0.0560  1.000 P  
10273.1350 10273.3320 1 1  2.5  2.5  3.5  4.5 3 178183.01   0.4734  0.254  0.1970  1.000 P  
10273.5460 10273.5540 1 1  3.5  3.5 12.5 13.5 3 254958.02   0.3151  0.331  0.0080  0.998 P  
10274.4220 10274.5780 1 1  2.5  2.5 13.5 14.5 3 263067.92   0.1971  0.389  0.1560  1.000 P  
10274.7530 10274.7780 1 1  2.5  2.5 11.5 12.5 3 259852.26   0.2058  0.351  0.0250  1.000 P  
10276.0270 10276.0140 1 1  3.5  3.5 15.5 16.5 3 261275.18   0.1816  0.393 -0.0130  1.000 P  
10276.2700 10276.3830 1 1  1.5  1.5  4.5  5.5 3 240506.93   0.1932  0.291  0.1130  1.000 P  
10276.6080 10276.6260 1 1  3.5  3.5 13.5 14.5 3 257404.71   0.1301  0.350  0.0180  1.000 P  
10276.7370 10276.7530 0 0  3.5  3.5 16.5 15.5 1 487568.62   0.6691  0.200  0.0160  0.998 P  
10277.7290 10277.7350 1 1  2.5  1.5 12.5 11.5 1   3589.45  12.2048  0.369  0.0060  1.000 Q  
10278.0090 10277.9990 1 1  1.5  1.5  9.5 10.5 3 264990.63   0.3801  0.353 -0.0100  0.451 P  
10278.0090 10277.9990 1 1  3.5  3.5 12.5 13.5 3 254795.05   0.3801  0.331 -0.0100  0.549 P  
10278.7690 10278.7710 1 1  1.5  1.5  7.5  8.5 3 259432.89   0.3518  0.325  0.0020  1.000 P  
10278.9150 10278.9500 1 1  3.5  3.5 11.5 12.5 3 251707.10   0.3091  0.314  0.0350  1.000 P  
10279.1370 10279.1720 0 0  2.5  3.5 15.5 16.5 3   7808.33   6.0706  0.223  0.0350  1.000 Q  
10279.5920 10279.4680 3 4  2.5  2.5 18.5 17.5 1 136381.53   1.0507  0.911 -0.1240  0.327 P  
10279.5920 10279.5000 1 1  2.5  2.5  2.5  3.5 3 122785.53   1.0507  0.249 -0.0920  0.673 P  
10279.7330 10279.7530 1 1  3.5  3.5 15.5 16.5 3 261292.34   0.2368  0.392  0.0200  1.000 P  
10280.2620 10280.3660 3 4  1.5  1.5 28.5 29.5 3 139350.45   1.0558  1.298  0.1040  0.177 P  
10280.2620 10280.4080 1 1  2.5  2.5  2.5  3.5 3 122818.36   1.0558  0.249  0.1460  0.823 P  
10281.5810 10281.5610 0 1  3.5  3.5 38.5 37.5 1 134973.98   0.2688  1.090 -0.0200  0.123 P  
10281.5810 10281.5820 1 1  3.5  3.5 11.5 12.5 3 251524.18   0.2688  0.314  0.0010  0.877 P  
10282.1140 10282.1530 1 1  2.5  2.5 14.5 15.5 3 264064.05   0.2267  0.410  0.0390  0.987 P  
10282.5330 10282.5650 1 1  2.5  2.5 12.5 13.5 3 261559.52   0.2036  0.370  0.0320  0.991 P  
10283.2860 10283.3050 1 2  0.5  0.5 32.5 33.5 3 182214.01   0.5703  1.192  0.0190  0.056 P  
10283.2860 10283.3260 0 0  1.5  1.5 12.5 11.5 1 515167.30   0.5703  0.196  0.0400  0.890 R  
10283.5620 10283.6220 3 4  1.5  1.5 27.5 28.5 3 139108.34  12.7529  1.251  0.0600  1.000 Pb 
10283.9720 10284.3200 0 0  3.5  3.5 31.5 32.5 3 486735.83   0.6990  0.741  0.3480  1.000 Pb class {ne} s_A_
10284.8660 10284.8910 0 0  2.5  2.5 14.5 13.5 1 489735.11   0.4678  0.199  0.0250  1.000 P  
10285.0430 10285.0080 1 1  3.5  3.5 17.5 18.5 3 263994.87   0.5684  0.440 -0.0350  0.953 P  
10285.2400 10285.2510 1 1  1.5  1.5  3.5  4.5 3 226812.59   0.4647  0.284  0.0110  0.732 P  
10285.2400 10285.3150 2 3  0.5  0.5 24.5 23.5 1 181523.61   0.4647  1.016  0.0750  0.233 P  
10285.4380 10285.4520 0 0  3.5  3.5 16.5 15.5 1 487557.48   0.5783  0.201  0.0140  1.000 P  
10285.8820 10285.8220 1 1  3.5  3.5 10.5 11.5 3 247534.46   0.2435  0.298 -0.0600  0.531 P  
10285.8820 10285.9180 1 1  1.5  1.5  8.5  9.5 3 262610.61   0.2435  0.339  0.0360  0.437 R  
10286.9540 10286.9440 1 1  1.5  1.5 10.5 11.5 3 266991.97   0.2867  0.370 -0.0100  1.000 P  
10287.2390 10287.2930 0 1  3.5  3.5 36.5 35.5 1 133822.62   2.3326  0.993  0.0540  0.865 P  
10287.6360 10287.3780 1 1  3.5  3.5 10.5 11.5 3 247345.53   0.9534  0.298 -0.2580  1.000 P  
10287.9190 10287.6110 0 0  0.5  0.5 21.5 22.5 3 495871.98   0.6388  0.507 -0.3080  0.980 P  
10288.4400 10288.7430 2 3  2.5  2.5 24.5 23.5 1 166204.60   0.1951  0.923  0.3030  0.162 P  
10288.4400 10288.8070 1 1  3.5  3.5 17.5 18.5 3 263845.97   0.1951  0.439  0.3670  0.820 P  
10290.3250 10290.3210 1 1  3.5  3.5 18.5 19.5 3 264822.80   0.2375  0.465 -0.0040  1.000 P  
10291.0040 10290.9880 2 3  2.5  2.5 30.5 31.5 3 163168.84   0.1234  1.184 -0.0160  1.000 P  
10292.2660 10292.2590 1 1  2.5  2.5 13.5 14.5 3 262899.61   0.7402  0.391 -0.0070  1.000 P  
10292.5140 10292.4810 1 1  2.5  2.5 15.5 16.5 3 264838.33   0.1009  0.433 -0.0330  0.430 R  
10292.5140 10292.5450 0 0  0.5  0.5 24.5 25.5 3 497567.10   0.1009  0.611  0.0310  0.570 P  
10293.1180 10293.1280 0 0  2.5  2.5 15.5 14.5 1 490146.16   0.4204  0.220  0.0100  1.000 P  
10294.1440 10294.1340 1 1  3.5  3.5  9.5 10.5 3 242077.28   0.2994  0.284 -0.0100  1.000 P  
10294.9920 10295.0460 1 1  3.5  3.5  9.5 10.5 3 241895.30   0.5852  0.284  0.0540  0.996 P  
10295.3820 10295.4700 1 1  1.5  1.5  9.5 10.5 3 265078.87   0.5298  0.355  0.0880  1.000 P  
10295.9750 10295.9250 1 1  3.5  3.5 18.5 19.5 3 265073.74   0.8070  0.467 -0.0500  0.886 P  
10295.9750 10295.9570 0 0  2.5  3.5  5.5  5.5 2   5261.11   0.8070  0.051 -0.0180  0.035 Q  
10295.9750 10296.0210 0 0  2.5  3.5 16.5 17.5 3   8262.71   0.8070  0.248  0.0460  0.079 Q  
10298.2630 10298.2160 1 1  1.5  1.5 11.5 12.5 3 268628.37   0.7543  0.388 -0.0470  0.862 P  
10298.2630 10298.2260 0 1  0.5  0.5 40.5 41.5 3 136372.10   0.7543  1.416 -0.0370  0.051 P  
10298.2630 10298.3010 0 0  2.5  3.5 18.5 19.5 3   9135.71   0.7543  0.300  0.0380  0.087 Q  
10300.0280 10300.0510 0 0  3.5  3.5 26.5 26.5 2  12279.83   1.4723  0.517  0.0230  1.000 Q  
10300.2540 10300.2310 0 0  1.5  2.5  7.5  7.5 2   3022.00   4.6180  0.108 -0.0230  1.000 Q  
10300.5100 10300.5070 0 0  3.5  3.5 17.5 16.5 1 488942.68   1.4502  0.225 -0.0030  0.527 R  class {ne} s_A_
10300.5100 10300.5180 3 4  1.5  1.5 18.5 17.5 1 143673.29   1.4502  0.952  0.0080  0.030 R  class {ne} s_A_
10300.7280 10300.7720 0 0  3.5  2.5 27.5 26.5 1  15510.15   0.1182  0.561  0.0440  0.077 Q  
10300.7280 10300.7930 1 1  3.5  3.5 19.5 20.5 3 265650.59   0.1182  0.493  0.0650  0.909 P  
10301.3600 10301.3980 0 0  1.5  1.5 27.5 28.5 3 494067.43   0.0552  0.673  0.0380  0.995 P  
10302.8670 10302.8840 0 0  1.5  1.5 13.5 12.5 1 514664.35   0.4408  0.216  0.0170  0.894 P  
10302.8670 10302.9050 1 1  1.5  1.5  1.5  2.5 3 151278.40   0.4408  0.273  0.0380  0.106 P  
10303.7850 10303.7870 0 0  2.5  3.5  6.5  6.5 2   5389.73   0.6648  0.061  0.0020  0.047 Q  
10303.7850 10303.8180 1 1  3.5  3.5  8.5  9.5 3 234783.78   0.6648  0.271  0.0330  0.953 P  
10303.9740 10303.9880 1 1  2.5  2.5 14.5 15.5 3 263971.89   0.2773  0.413  0.0140  1.000 P  
10304.2950 10304.4770 0 0  0.5  0.5 10.5  9.5 1 531403.02   0.6714  0.196  0.1820  1.000 P  
10304.6800 10304.7320 1 1  2.5  2.5 16.5 17.5 3 265440.89   0.2034  0.458  0.0520  0.826 P  
10304.6800 10304.7630 0 0  2.5  2.5 21.5 21.5 2  10980.96   0.2034  0.398  0.0830  0.074 Q  
10304.6800 10304.8270 1 2  2.5  2.5 35.5 36.5 3 169403.36   0.2034  1.217  0.1470  0.101 P  
10305.3920 10305.5170 3 4  3.5  3.5 18.5 17.5 1 137015.80   1.8400  0.870  0.1250  1.000 P  
10305.7880 10305.7510 0 0  3.5  3.5 29.5 30.5 3 484172.98   0.3693  0.658 -0.0370  0.965 P  
10305.7880 10305.7720 0 0  2.5  3.5  6.5  6.5 2   5435.90   0.3693  0.062 -0.0160  0.035 Q  
10306.8840 10306.8340 1 1  1.5  1.5  2.5  2.5 2 146223.52   1.0395  0.278 -0.0500  1.000 Q  
10307.4240 10307.4510 1 1  1.5  1.5 10.5 11.5 3 267048.87   0.2508  0.372  0.0270  1.000 P  
10308.5210 10308.5770 1 1  3.5  3.5 19.5 20.5 3 266015.44   0.1947  0.495  0.0560  1.000 P  
10310.8590 10311.0320 3 4  2.5  2.5 19.5 18.5 1 136850.99   0.6272  0.941  0.1730  1.000 P  
10311.1680 10311.2130 0 0  3.5  3.5 17.5 16.5 1 488997.89   0.6438  0.226  0.0450  1.000 P  
10311.6400 10311.8400 1 1  1.5  1.5 12.5 13.5 3 269986.74   0.5345  0.408  0.2000  1.000 P  
10313.4540 10313.5420 2 3  3.5  3.5 31.5 32.5 3 166799.93   0.9976  1.172  0.0880  1.000 P  
10313.7720 10313.7870 0 0  2.5  3.5  7.5  7.5 2   5359.96   0.5182  0.073  0.0150  0.050 Q  
10313.7720 10313.9040 1 1  3.5  3.5 20.5 21.5 3 266355.82   0.5182  0.522  0.1320  0.946 P  
10314.9400 10314.9360 1 1  3.5  3.5  7.5  8.5 3 224781.65   0.1844  0.259 -0.0040  0.500 R  
10314.9400 10314.9570 1 1  3.5  3.5  7.5  8.5 3 224645.81   0.1844  0.259  0.0170  0.500 R  
10316.0300 10316.0000 1 2  3.5  3.5 33.5 32.5 1 181019.35   2.0498  1.036 -0.0300  0.694 P  
10316.0300 10316.0530 0 0  2.5  3.5 17.5 18.5 3   8638.88   2.0498  0.275  0.0230  0.306 Q  
10317.1490 10317.2770 1 1  2.5  2.5 15.5 16.5 3 264846.49   0.2322  0.436  0.1280  0.819 P  
10317.2850 10317.4690 0 0  2.5  2.5 30.5 31.5 3 481953.46   0.4232  0.744  0.1840  1.000 P  
10318.2790 10318.3100 0 0  2.5  3.5 19.5 20.5 3   9447.43   3.3168  0.329  0.0310  1.000 Q  
10318.4560 10318.4800 0 0  2.5  2.5 15.5 14.5 1 490033.91   0.4868  0.223  0.0240  1.000 P  
10320.0150 10320.0450 0 0  1.5  1.5 13.5 12.5 1 514560.00   0.4657  0.218  0.0300  1.000 R  
10320.9470 10321.0360 1 1  2.5  2.5  2.5  2.5 2 405246.75   1.2825  0.249  0.0890  1.000 Q  
10321.5490 10321.6000 1 1  0.5  0.5  4.5  5.5 3 257873.03   0.3416  0.326  0.0510  0.990 P  
10321.9550 10322.0270 1 1  0.5  0.5  3.5  4.5 3 252235.63   0.3822  0.318  0.0720  1.000 P  
10324.3110 10324.3390 1 1  0.5  0.5  5.5  6.5 3 261781.11   0.2721  0.336  0.0280  1.000 P  
10325.1250 10325.0960 0 0  3.5  3.5 32.5 33.5 3 487275.84   0.3771  0.788 -0.0290  0.320 P  
10325.1250 10325.1600 0 0  2.5  2.5 16.5 15.5 1 490297.56   0.3771  0.245  0.0350  0.662 R  
10325.3060 10325.3310 0 0  1.5  2.5 15.5 16.5 3    932.28  50.1242  0.268  0.0250  1.000 Q  
10325.6680 10325.7250 1 1  0.5  0.5  2.5  3.5 3 243346.31   0.5311  0.311  0.0570  1.000 P  
10325.9470 10325.9700 0 0  3.5  3.5 18.5 17.5 1 490093.05   0.5153  0.252  0.0230  0.954 P  
10325.9470 10326.0240 0 0  1.5  1.5 19.5 19.5 2   6428.08   0.5153  0.383  0.0770  0.021 Q  
10325.9470 10326.0560 2 3  0.5  0.5 33.5 34.5 3 175389.11   0.5153  1.418  0.1090  0.025 P  
10326.5280 10326.5570 1 1  3.5  3.5  6.5  7.5 3 210622.08   0.3304  0.249  0.0290  1.000 P  
10326.7260 10326.7700 1 1  3.5  3.5  6.5  7.5 3 210520.14   0.2933  0.249  0.0440  0.995 P  
10327.4200 10327.4850 0 0  2.5  3.5 18.5 19.5 3   8943.64   5.0035  0.304  0.0650  1.000 Q  
10328.7820 10328.7330 1 1  3.5  3.5 20.5 21.5 3 266845.84   0.4221  0.525 -0.0490  1.000 P  
10329.3890 10329.4260 3 4  2.5  2.5 19.5 18.5 1 136377.14   1.2162  0.938  0.0370  0.348 P  
10329.3890 10329.4900 0 1  0.5  0.5 33.5 32.5 1 139883.96   1.2162  1.021  0.1010  0.456 P  
10329.3890 10329.5110 0 0  2.5  2.5 23.5 23.5 2   9129.23   1.2162  0.463  0.1220  0.166 Q  
10330.1860 10330.1090 1 1  0.5  0.5  6.5  7.5 3 264670.44   0.7368  0.347 -0.0770  0.922 P  
10330.1860 10330.1300 3 4  1.5  1.5 29.5 30.5 3 139443.14   0.7368  1.339 -0.0560  0.070 P  
10330.9110 10330.7920 0 0  0.5  0.5 25.5 26.5 3 498036.27   0.1585  0.652 -0.1190  1.000 P  
10331.3870 10331.3900 1 1  2.5  2.5  4.5  4.5 2 141507.22   0.3327  0.261  0.0030  1.000 Q  
10331.6740 10331.7310 1 1  2.5  2.5  4.5  4.5 2 141482.85   0.3150  0.261  0.0570  1.000 Q  
10332.9800 10333.0020 1 1  2.5  2.5 16.5 17.5 3 265573.43   0.2392  0.461  0.0220  0.936 P  
10332.9800 10333.0120 1 2  1.5  1.5 38.5 39.5 3 180692.90   0.2392  1.428  0.0320  0.064 P  
10333.2230 10333.2260 2 3  3.5  3.5 25.5 24.5 1 170048.09   0.1740  0.910  0.0030  0.199 P  
10333.2230 10333.2690 1 1  1.5  1.5 12.5 13.5 3 269990.01   0.1740  0.411  0.0460  0.801 P  
10333.5410 10333.6100 3 4  1.5  1.5 19.5 18.5 1 143774.26   0.9436  0.984  0.0690  1.000 P  
10334.8970 10334.8920 0 0  2.5  2.5 31.5 32.5 3 484750.59   0.2009  0.793 -0.0050  0.998 P  
10337.4310 10337.3060 1 1  0.5  0.5  3.5  4.5 3 252365.84   1.7025  0.319 -0.1250  1.000 P  
10338.1530 10338.1830 1 1  0.5  0.5  4.5  5.5 3 258028.35   0.3546  0.327  0.0300  1.000 P  
10338.6430 10338.6640 1 1  0.5  0.5  7.5  8.5 3 266915.45   0.6474  0.361  0.0210  0.645 P  
10338.6430 10338.7280 3 4  0.5  0.5 18.5 17.5 1 147141.90   0.6474  0.998  0.0850  0.093 P  
10338.6430 10338.7920 1 1  2.5  2.5  5.5  5.5 2  97180.96   0.6474  0.269  0.1490  0.262 Q  
10339.4450 10339.4550 1 1  3.5  3.5  5.5  6.5 3 189743.75   2.6449  0.241  0.0100  0.166 P  
10339.4450 10339.4550 1 1  3.5  3.5  5.5  6.5 3 189678.08   2.6449  0.241  0.0100  0.166 P  
10341.5850 10341.6040 0 0  0.5  0.5 11.5 10.5 1 529315.12   0.4848  0.217  0.0190  0.994 P  
10342.6290 10342.6520 0 0  1.5  1.5 14.5 13.5 1 514071.02   0.2740  0.240  0.0230  0.946 P  
10342.6290 10342.6520 1 1  0.5  0.5  0.5  0.5 2 190700.10   0.2740  0.304  0.0230  0.045 Q  
10350.6320 10350.6920 1 1  2.5  2.5 17.5 18.5 3 266188.51   0.0678  0.488  0.0600  0.859 R  
10352.0570 10352.0530 1 1  1.5  1.5  3.5  3.5 2  81366.21   0.4884  0.284 -0.0040  0.901 Q  
10352.0570 10352.0850 0 0  0.5  0.5 16.5 16.5 2   2472.33   0.4884  0.343  0.0280  0.099 Q  
10352.2980 10352.3310 0 0  2.5  3.5 19.5 20.5 3   9184.66   5.0608  0.334  0.0330  0.768 Q  
10352.2980 10352.3740 0 0  1.5  2.5 10.5 10.5 2   2711.77   5.0608  0.154  0.0760  0.232 Q  
10352.5380 10352.4920 1 1  3.5  3.5 21.5 22.5 3 267584.50   0.7864  0.556 -0.0460  1.000 P  
10352.7230 10352.7600 1 1  3.5  3.5  4.5  5.5 3 157238.25   1.2146  0.234  0.0370  0.491 P  
10352.7230 10352.7600 1 1  3.5  3.5  4.5  5.5 3 157206.41   1.2146  0.234  0.0370  0.491 P  
10352.9180 10352.9420 3 4  1.5  1.5 19.5 18.5 1 143551.55   1.1985  0.980  0.0240  0.676 P  
10353.3960 10353.4570 0 0  3.5  3.5 19.5 18.5 1 491074.52   0.4887  0.280  0.0610  1.000 P  
10353.6520 10353.6820 0 0  2.5  2.5 16.5 15.5 1 490286.61   0.5858  0.248  0.0300  1.000 P  
10354.1340 10354.2610 1 2  2.5  2.5 30.5 29.5 1 173909.96   1.2988  0.966  0.1270  1.000 P  
10355.9680 10356.0300 1 1  0.5  0.5  7.5  8.5 3 267096.39   0.3237  0.362  0.0620  1.000 P  
10356.5600 10356.7910 1 1  2.5  2.5  7.5  7.5 2  53487.27   1.5641  0.290  0.2310  1.000 Q  
10356.9320 10357.2210 1 1  1.5  1.5  4.5  4.5 2  51904.35   2.2852  0.292  0.2890  1.000 Q  
10358.0070 10358.0680 0 0  1.5  1.5 14.5 13.5 1 513995.69   0.6761  0.242  0.0610  0.948 P  
10358.0070 10358.1220 3 4  0.5  0.5 18.5 17.5 1 147133.44   0.6761  0.995  0.1150  0.052 P  
10359.1870 10359.2480 0 0  2.5  2.5 17.5 16.5 1 490421.38   0.3638  0.271  0.0610  1.000 P  
10359.3840 10359.3660 1 1  2.5  2.5  7.5  7.5 2  53482.66   2.1662  0.290 -0.0180  1.000 Q  
10359.5760 10359.4520 0 0  0.5  1.5 13.5 14.5 3   2073.36  11.0392  0.263 -0.1240  1.000 Q  
10359.8430 10359.8280 0 1  1.5  1.5 35.5 34.5 1 136139.66   0.8710  1.054 -0.0150  1.000 P  
